id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,mcc_description,errors,is_fraud
7153337,2016-06-22 11:01:00,1827,3962,$-365.14,Swipe Transaction,87879,New York,PA,51150,3058,"Tools, Parts, Supplies Manufacturing",,0
8576767,2016-10-18 17:45:00,1746,3506,$859.31,Swipe Transaction,72242,Philadelphia,IL,80553,5251,Hardware Stores,,0
8013177,2016-05-07 18:11:00,1897,4189,$-385.36,Chip Transaction,87254,Dallas,GA,31543,5941,Sporting Goods Stores,,0
8274000,2015-11-16 02:33:00,1284,3210,$120.73,Swipe Transaction,33067,San Jose,MI,97846,5533,Automotive Parts and Accessories Stores,,0
9010417,2015-02-07 19:33:00,138,4915,$715.86,Swipe Transaction,54477,San Jose,OH,39858,8049,Podiatrists,,0
7453506,2016-03-20 16:42:00,872,2126,$804.48,Swipe Transaction,86558,Philadelphia,FL,48062,8041,Chiropractors,,0
7124159,2015-07-26 07:49:00,1071,1661,$895.60,Chip Transaction,16346,San Jose,NC,43300,3359,Non-Ferrous Metal Foundries,,0
9882041,2015-11-04 16:38:00,777,1926,$81.37,Swipe Transaction,56877,Dallas,IL,34792,5947,"Gift, Card, Novelty Stores",,0
8414775,2016-10-02 04:42:00,598,3501,$347.66,Swipe Transaction,21325,New York,FL,41191,5812,Eating Places and Restaurants,,0
9322885,2015-05-24 17:44:00,1439,2386,$-195.24,Swipe Transaction,93570,San Diego,OH,18260,3389,Non-Precious Metal Services,,0
9701082,2016-04-11 06:56:00,1951,2646,$-193.06,Chip Transaction,82688,Houston,NY,42531,3504,Gardening Supplies,,0
7523167,2015-05-22 09:29:00,1693,1429,$-323.27,Chip Transaction,96215,Los Angeles,OH,21177,5921,"Package Stores, Beer, Wine, Liquor",,0
7888494,2016-08-24 02:48:00,1025,4990,$506.20,Chip Transaction,95110,Los Angeles,PA,46891,5941,Sporting Goods Stores,,0
7188205,2015-09-08 12:15:00,1041,4064,$-490.45,Swipe Transaction,57507,Philadelphia,TX,91551,5813,Drinking Places (Alcoholic Beverages),,0
9445808,2015-08-21 02:05:00,359,3902,$-391.40,Chip Transaction,36714,San Diego,FL,35710,7542,Car Washes,,0
7510488,2016-06-17 01:57:00,1919,2394,$785.57,Swipe Transaction,45276,Houston,FL,49517,4121,Taxicabs and Limousines,,0
7235161,2015-01-29 06:39:00,323,4453,$168.53,Chip Transaction,56501,New York,MI,28093,5921,"Package Stores, Beer, Wine, Liquor",,0
9199503,2016-09-30 15:09:00,1086,2007,$-118.15,Swipe Transaction,44615,Philadelphia,OH,80417,8111,Legal Services and Attorneys,,0
9475196,2016-05-25 01:57:00,606,2664,$617.12,Chip Transaction,65078,Phoenix,PA,20975,3405,Ironwork,,0
9240506,2016-02-17 20:22:00,1425,1888,$288.52,Swipe Transaction,40388,San Diego,GA,12181,3780,Computer Network Services,,0
9757967,2016-04-30 08:45:00,1357,1110,$588.59,Swipe Transaction,22568,Philadelphia,FL,13906,8062,Hospitals,,0
7952517,2015-11-03 20:34:00,334,2140,$-352.97,Swipe Transaction,50346,San Diego,MI,16314,3001,Steel Products Manufacturing,,0
9742393,2016-03-08 00:25:00,1339,2864,$-246.83,Swipe Transaction,26746,Phoenix,IL,74653,8043,"Optometrists, Optical Goods and Eyeglasses",,0
9182383,2016-02-29 02:26:00,1582,1037,$-85.02,Chip Transaction,36580,Philadelphia,PA,69764,5977,Cosmetic Stores,,0
8725948,2015-03-16 14:08:00,463,2682,$942.07,Chip Transaction,12093,Philadelphia,CA,27499,7538,Automotive Service Shops,,0
9159933,2016-06-22 12:34:00,1654,1732,$-119.18,Swipe Transaction,83531,Dallas,NY,31728,5193,"Florists Supplies, Nursery Stock and Flowers",,0
8216884,2016-04-30 11:03:00,1940,4665,$986.38,Swipe Transaction,24744,Chicago,IL,65643,5533,Automotive Parts and Accessories Stores,,0
8242098,2015-09-01 19:44:00,381,3044,$242.00,Chip Transaction,97372,San Jose,CA,81547,5094,Precious Stones and Metals,,0
9693628,2015-08-26 23:33:00,1505,3389,$636.44,Swipe Transaction,73416,San Diego,CA,42502,5947,"Gift, Card, Novelty Stores",,0
8474163,2016-11-23 03:24:00,1528,2650,$-380.53,Swipe Transaction,10984,New York,PA,93597,4900,"Utilities - Electric, Gas, Water, Sanitary",,0
7531831,2016-01-03 00:40:00,1650,2184,$269.87,Swipe Transaction,57529,Phoenix,PA,60372,3256,"Brick, Stone, and Related Materials",,0
8894230,2016-03-06 08:31:00,1939,4472,$-395.16,Chip Transaction,20704,Houston,MI,96184,4899,"Cable, Satellite, and Other Pay Television Services",,0
9252366,2015-04-25 14:31:00,1899,2582,$-334.67,Chip Transaction,31375,Los Angeles,TX,99920,1711,"Heating, Plumbing, Air Conditioning Contractors",,0
8729595,2016-08-18 16:32:00,1334,2561,$-87.73,Swipe Transaction,77456,New York,FL,21471,5732,Electronics Stores,,0
8559895,2015-02-09 18:26:00,498,2328,$559.06,Chip Transaction,71339,Chicago,GA,76456,3008,Steel Drums and Barrels,,0
7031633,2016-05-22 18:48:00,1798,4181,$112.81,Chip Transaction,90406,Philadelphia,OH,27204,8021,Dentists and Orthodontists,,0
8610230,2015-01-27 02:42:00,412,4440,$445.73,Chip Transaction,20600,Los Angeles,IL,16225,5651,Family Clothing Stores,,0
9896583,2015-07-19 14:20:00,658,1259,$10.47,Swipe Transaction,45514,San Antonio,NY,77224,5932,Antique Shops,,0
8453521,2016-02-23 13:38:00,399,2115,$-219.25,Swipe Transaction,38585,Philadelphia,FL,13085,3775,Railroad Freight,,0
7808941,2015-07-03 12:33:00,820,1986,$-249.39,Swipe Transaction,38864,Chicago,NC,80405,1711,"Heating, Plumbing, Air Conditioning Contractors",,0
8255876,2016-01-08 14:05:00,239,1184,$410.18,Chip Transaction,66231,San Diego,FL,16894,3393,Heat Treating Metal Services,,0
9864256,2016-04-03 13:48:00,1421,2913,$-263.87,Chip Transaction,60062,Chicago,NC,41953,3393,Heat Treating Metal Services,,0
7783648,2015-03-21 10:28:00,1477,4154,$861.65,Chip Transaction,77748,Houston,CA,92758,7995,"Betting (including Lottery Tickets, Casinos)",,0
7228207,2015-06-02 02:51:00,829,1851,$-43.65,Swipe Transaction,91205,Los Angeles,IL,39756,4131,Bus Lines,,0
9884622,2015-07-25 13:42:00,1919,2232,$730.88,Chip Transaction,82514,Dallas,TX,83300,7801,"Athletic Fields, Commercial Sports",,0
9481786,2016-02-28 08:11:00,1403,4058,$305.39,Swipe Transaction,67819,Los Angeles,IL,41647,5192,"Books, Periodicals, Newspapers",,0
8129270,2016-10-30 08:49:00,1087,2908,$524.41,Swipe Transaction,28935,New York,NY,53780,3509,Industrial Equipment and Supplies,,0
9545312,2015-08-26 14:34:00,336,2349,$36.15,Chip Transaction,22969,Philadelphia,TX,96807,7011,"Lodging - Hotels, Motels, Resorts",,0
8848257,2016-05-10 07:56:00,1076,3679,$-160.74,Swipe Transaction,24783,Chicago,IL,34654,5921,"Package Stores, Beer, Wine, Liquor",,0
9588266,2015-10-15 05:29:00,505,2646,$347.78,Swipe Transaction,20750,Los Angeles,FL,73515,8931,"Accounting, Auditing, and Bookkeeping Services",,0
8145215,2015-10-07 00:25:00,597,3665,$-264.36,Swipe Transaction,43783,San Diego,NC,74009,3395,Welding Repair,,0
7147452,2016-06-20 23:21:00,1128,1636,$182.56,Chip Transaction,68989,San Diego,MI,81305,3775,Railroad Freight,,0
8623828,2015-09-09 05:44:00,971,3393,$676.69,Chip Transaction,51575,Dallas,IL,80285,5192,"Books, Periodicals, Newspapers",,0
9759708,2016-04-06 16:47:00,845,4541,$-63.26,Chip Transaction,21072,San Jose,NC,57996,5722,Household Appliance Stores,,0
9608432,2016-10-15 22:57:00,179,1199,$-169.13,Chip Transaction,55205,Phoenix,NY,27293,3009,Fabricated Structural Metal Products,,0
7394732,2016-09-25 18:17:00,294,1838,$245.00,Chip Transaction,21622,New York,CA,48645,5094,Precious Stones and Metals,,0
7579481,2016-07-21 03:16:00,1355,2451,$281.50,Chip Transaction,61621,Los Angeles,NC,33900,7393,"Detective Agencies, Security Services",,0
9692036,2015-01-27 17:49:00,826,4596,$752.59,Chip Transaction,71443,San Jose,OH,98980,7996,"Amusement Parks, Carnivals, Circuses",,0
7033694,2016-10-16 18:28:00,468,4577,$60.47,Swipe Transaction,40804,San Jose,IL,23225,5193,"Florists Supplies, Nursery Stock and Flowers",,0
7047316,2016-09-02 08:27:00,1542,1055,$602.26,Chip Transaction,49637,New York,MI,98537,8043,"Optometrists, Optical Goods and Eyeglasses",,0
7926758,2015-01-14 21:20:00,1578,4410,$195.18,Swipe Transaction,45722,Chicago,OH,68748,3359,Non-Ferrous Metal Foundries,,0
7972759,2015-06-13 00:53:00,1746,2531,$676.71,Swipe Transaction,15003,New York,FL,29791,3722,Passenger Railways,,0
7035277,2015-09-19 21:55:00,1560,3111,$-226.77,Swipe Transaction,30726,San Diego,IL,42903,5192,"Books, Periodicals, Newspapers",,0
8043933,2016-09-14 11:57:00,1960,4156,$-281.98,Chip Transaction,41082,New York,NY,31941,5970,"Artist Supply Stores, Craft Shops",,0
8272466,2016-07-19 22:23:00,947,2900,$632.90,Chip Transaction,76463,San Jose,NY,25105,3722,Passenger Railways,,0
7246377,2016-01-29 20:22:00,494,1512,$238.48,Chip Transaction,42392,Houston,OH,93843,5533,Automotive Parts and Accessories Stores,,0
9175698,2015-12-13 16:46:00,1224,3457,$-211.76,Chip Transaction,86489,San Jose,MI,12795,5732,Electronics Stores,,0
8929374,2016-07-06 13:05:00,1883,2017,$300.21,Swipe Transaction,54723,Chicago,IL,36303,5094,Precious Stones and Metals,,0
8930669,2016-05-06 05:07:00,575,1824,$436.92,Swipe Transaction,34886,San Diego,MI,90648,8041,Chiropractors,,0
7612427,2015-06-29 16:09:00,169,4260,$-30.30,Chip Transaction,75424,New York,NY,44203,5621,Women's Ready-To-Wear Stores,,0
8683916,2015-08-25 12:36:00,599,1439,$-463.50,Swipe Transaction,72004,San Antonio,NY,46651,5947,"Gift, Card, Novelty Stores",,0
8843329,2015-09-25 06:27:00,1900,2126,$-199.79,Chip Transaction,79149,Dallas,MI,20941,3058,"Tools, Parts, Supplies Manufacturing",,0
8246772,2015-12-03 17:13:00,268,2511,$382.45,Swipe Transaction,19360,Dallas,IL,78615,5211,Lumber and Building Materials,,0
7654291,2016-04-24 02:40:00,1240,2848,$845.79,Swipe Transaction,33215,Los Angeles,OH,95716,4829,Money Transfer,,0
9184244,2015-12-14 07:29:00,1147,2138,$-114.87,Chip Transaction,22628,Los Angeles,OH,42665,3066,Miscellaneous Metals,,0
8645250,2016-08-02 16:25:00,607,1006,$-129.51,Swipe Transaction,37468,Phoenix,NC,35519,8049,Podiatrists,,0
8987800,2016-09-06 16:39:00,637,1014,$617.30,Swipe Transaction,60206,Los Angeles,CA,22042,5193,"Florists Supplies, Nursery Stock and Flowers",,0
9871166,2016-07-11 13:33:00,553,3943,$770.53,Chip Transaction,53929,Phoenix,CA,58252,3722,Passenger Railways,,0
9935085,2015-09-18 19:28:00,1952,4608,$608.60,Chip Transaction,52088,San Jose,PA,24962,3001,Steel Products Manufacturing,,0
7610666,2015-10-09 13:25:00,990,3646,$594.70,Swipe Transaction,16485,Philadelphia,TX,19239,5300,Wholesale Clubs,,0
7121812,2016-07-18 17:06:00,738,2569,$-429.43,Swipe Transaction,90213,Phoenix,GA,22478,5310,Discount Stores,,0
9150082,2016-08-10 19:27:00,1077,4514,$581.57,Swipe Transaction,59642,Dallas,NY,98749,5812,Eating Places and Restaurants,,0
9021163,2015-05-31 16:38:00,695,1003,$373.25,Chip Transaction,24237,Houston,OH,24664,7276,Tax Preparation Services,,0
9567994,2016-03-25 20:17:00,1585,3832,$-427.01,Swipe Transaction,97366,Phoenix,OH,23360,4722,Travel Agencies,,0
8881306,2015-03-23 03:16:00,565,4766,$716.72,Swipe Transaction,50040,Philadelphia,NY,73720,3001,Steel Products Manufacturing,,0
7941976,2015-09-15 22:46:00,901,4359,$-18.61,Chip Transaction,97199,Philadelphia,OH,50133,5192,"Books, Periodicals, Newspapers",,0
7249171,2016-11-10 09:07:00,143,4386,$174.53,Chip Transaction,25533,Chicago,GA,76417,3730,Ship Chandlers,,0
9497800,2016-09-29 14:56:00,704,4648,$-360.69,Swipe Transaction,17130,Los Angeles,TX,58835,5300,Wholesale Clubs,,0
9478528,2016-07-08 03:33:00,115,1096,$902.01,Chip Transaction,67227,Los Angeles,NC,52420,5045,"Computers, Computer Peripheral Equipment",,0
9262788,2015-10-30 13:41:00,1991,2246,$-79.05,Chip Transaction,32496,Phoenix,IL,61310,3780,Computer Network Services,,0
8129621,2016-01-06 15:02:00,1800,3412,$291.76,Swipe Transaction,11119,Phoenix,CA,24307,6300,"Insurance Sales, Underwriting",,0
8036380,2016-11-17 02:15:00,1156,2534,$-178.92,Swipe Transaction,69235,San Jose,FL,42906,5816,Digital Goods - Games,,0
8715757,2015-01-10 11:17:00,810,1001,$774.08,Chip Transaction,68032,Dallas,NY,80379,5541,Service Stations,,0
7958755,2016-08-14 05:20:00,373,4916,$513.28,Chip Transaction,79389,Dallas,NY,74242,4899,"Cable, Satellite, and Other Pay Television Services",,0
7963107,2015-02-28 01:13:00,1138,2834,$484.78,Swipe Transaction,70914,Philadelphia,NY,70013,7230,Beauty and Barber Shops,,0
9035267,2016-06-25 19:28:00,849,4994,$-266.14,Swipe Transaction,33182,Philadelphia,TX,73226,4131,Bus Lines,,0
9016867,2015-06-28 01:50:00,1577,1874,$997.21,Swipe Transaction,31574,New York,TX,51164,5812,Eating Places and Restaurants,,0
7111627,2015-01-04 17:06:00,1908,2665,$-91.15,Swipe Transaction,48350,Los Angeles,MI,79048,5812,Eating Places and Restaurants,,0
7474142,2016-08-18 00:42:00,810,2484,$-163.90,Swipe Transaction,96436,Los Angeles,GA,25717,5815,"Digital Goods - Media, Books, Apps",,0
8763806,2016-10-30 16:50:00,1850,2678,$78.84,Swipe Transaction,24574,Houston,CA,46756,3722,Passenger Railways,,0
8365134,2015-04-29 00:19:00,1178,1383,$158.31,Chip Transaction,30281,Chicago,TX,85904,7538,Automotive Service Shops,,0
7927391,2016-05-24 01:21:00,665,2010,$992.89,Chip Transaction,10373,Los Angeles,OH,54389,3775,Railroad Freight,,0
7857910,2016-04-12 20:09:00,1980,3553,$817.01,Swipe Transaction,49696,San Antonio,OH,28131,3775,Railroad Freight,,0
9388104,2016-05-16 00:31:00,1291,2839,$448.15,Chip Transaction,36689,New York,GA,75691,5719,Miscellaneous Home Furnishing Stores,,0
9106379,2015-06-24 06:50:00,997,2951,$315.11,Swipe Transaction,91233,San Jose,NY,92137,3009,Fabricated Structural Metal Products,,0
8621137,2015-05-17 04:06:00,969,1785,$-329.74,Chip Transaction,33047,Los Angeles,NC,63988,8021,Dentists and Orthodontists,,0
8601446,2016-09-22 16:18:00,1023,2042,$111.19,Chip Transaction,30816,Chicago,IL,35000,3504,Gardening Supplies,,0
7066838,2015-08-21 14:41:00,373,3122,$130.00,Chip Transaction,42276,Phoenix,GA,66781,3393,Heat Treating Metal Services,,0
8570964,2015-11-17 09:19:00,471,4153,$968.24,Chip Transaction,88016,Dallas,FL,61145,5541,Service Stations,,0
9625720,2016-08-25 00:15:00,349,4655,$782.06,Swipe Transaction,78951,Philadelphia,CA,66601,5921,"Package Stores, Beer, Wine, Liquor",,0
9881124,2015-03-14 10:43:00,738,2664,$769.84,Swipe Transaction,50587,Houston,CA,98691,5941,Sporting Goods Stores,,0
9282041,2016-01-09 21:39:00,438,4308,$371.20,Chip Transaction,97866,San Diego,IL,34215,5094,Precious Stones and Metals,,0
9082870,2016-06-22 20:33:00,1386,2365,$966.23,Swipe Transaction,50573,San Jose,IL,82769,5094,Precious Stones and Metals,,0
7696912,2016-07-11 17:21:00,264,1935,$687.44,Swipe Transaction,76414,Dallas,NC,33266,5733,Music Stores - Musical Instruments,,0
7688803,2015-11-14 00:19:00,1839,2819,$11.49,Swipe Transaction,83001,Philadelphia,NC,91056,7210,Laundry Services,,0
8820431,2016-07-15 15:51:00,1132,2403,$116.68,Swipe Transaction,22353,New York,TX,99217,7995,"Betting (including Lottery Tickets, Casinos)",,0
8477525,2016-09-13 08:52:00,1829,1786,$-8.11,Chip Transaction,29574,Chicago,NC,61035,5912,Drug Stores and Pharmacies,,0
7645541,2015-07-25 13:01:00,1128,3690,$-291.00,Swipe Transaction,68462,San Jose,NC,89715,5310,Discount Stores,,0
9743881,2015-03-22 18:47:00,624,4309,$87.49,Swipe Transaction,94127,San Antonio,FL,93820,5094,Precious Stones and Metals,,0
7990605,2015-07-15 04:16:00,387,3634,$-88.51,Chip Transaction,11881,Los Angeles,GA,77445,8043,"Optometrists, Optical Goods and Eyeglasses",,0
7330235,2016-04-10 00:05:00,776,2061,$353.98,Swipe Transaction,85043,Philadelphia,FL,23360,7801,"Athletic Fields, Commercial Sports",,0
7293478,2015-07-24 11:54:00,1986,3644,$-354.60,Swipe Transaction,61199,Philadelphia,FL,59035,5932,Antique Shops,,0
9963029,2015-03-11 12:25:00,1028,2861,$471.50,Swipe Transaction,35728,Houston,MI,58988,5621,Women's Ready-To-Wear Stores,,0
7777000,2016-07-13 13:24:00,711,4560,$117.41,Chip Transaction,41314,Phoenix,CA,83461,5712,"Furniture, Home Furnishings, and Equipment Stores",,0
8398261,2016-03-10 18:11:00,1565,3915,$811.18,Chip Transaction,45087,Philadelphia,MI,69263,5712,"Furniture, Home Furnishings, and Equipment Stores",,0
8244000,2015-07-07 14:49:00,1162,1871,$275.56,Chip Transaction,74147,Philadelphia,FL,83219,4784,Tolls and Bridge Fees,,0
8017578,2015-05-28 07:21:00,361,3855,$-282.19,Chip Transaction,89425,San Jose,NY,95244,5732,Electronics Stores,,0
8700887,2015-07-10 09:38:00,1022,3962,$313.90,Chip Transaction,36987,Philadelphia,GA,78876,5541,Service Stations,,0
8686260,2016-08-09 08:31:00,1617,1587,$721.68,Chip Transaction,97369,Los Angeles,NC,60516,3001,Steel Products Manufacturing,,0
9124315,2016-10-18 08:04:00,553,3715,$-137.53,Swipe Transaction,34175,San Antonio,IL,73063,5094,Precious Stones and Metals,,0
8412408,2015-12-08 21:05:00,1314,4396,$245.15,Swipe Transaction,96248,Los Angeles,NC,23529,5621,Women's Ready-To-Wear Stores,,0
9534784,2016-10-28 10:24:00,204,4984,$439.22,Swipe Transaction,15173,Dallas,MI,26057,7210,Laundry Services,,0
8865863,2015-06-18 15:14:00,778,1544,$-460.49,Chip Transaction,52734,Dallas,TX,10919,5045,"Computers, Computer Peripheral Equipment",,0
7660690,2016-01-26 06:43:00,225,1540,$714.23,Chip Transaction,61149,New York,IL,39487,8111,Legal Services and Attorneys,,0
8962876,2015-05-20 22:32:00,1408,1581,$-404.14,Chip Transaction,61492,San Diego,CA,99218,1711,"Heating, Plumbing, Air Conditioning Contractors",,0
8048272,2015-12-29 07:29:00,1913,3676,$-323.02,Swipe Transaction,81964,Los Angeles,FL,14100,3395,Welding Repair,,0
8056519,2015-02-14 22:18:00,184,1183,$479.25,Swipe Transaction,65306,Chicago,IL,82271,3730,Ship Chandlers,,0
8528865,2016-07-14 19:58:00,1824,4043,$784.60,Chip Transaction,31026,San Jose,MI,57593,7801,"Athletic Fields, Commercial Sports",,0
9594904,2016-08-09 08:14:00,466,2590,$996.84,Chip Transaction,82460,New York,FL,56721,3009,Fabricated Structural Metal Products,,0
9550631,2015-12-27 06:05:00,1537,5000,$438.89,Swipe Transaction,97352,San Diego,IL,79496,7276,Tax Preparation Services,,0
9977440,2016-10-05 03:34:00,1169,1174,$31.01,Swipe Transaction,87830,San Diego,PA,87622,9402,Postal Services - Government Only,,0
7936078,2015-01-31 22:17:00,1614,1473,$193.66,Chip Transaction,31476,Los Angeles,NC,77813,3640,"Lighting, Fixtures, Electrical Supplies",,0
9726878,2015-12-24 11:32:00,1173,1101,$-273.56,Swipe Transaction,59211,Phoenix,MI,21101,3132,Leather Goods,,0
7097402,2015-10-19 23:31:00,1605,4202,$95.35,Chip Transaction,53703,Los Angeles,CA,62976,7542,Car Washes,,0
8379415,2015-04-08 21:53:00,1987,1085,$847.64,Swipe Transaction,99572,Chicago,FL,73740,4899,"Cable, Satellite, and Other Pay Television Services",,0
9911825,2015-08-04 23:17:00,967,3424,$553.12,Chip Transaction,49717,Houston,PA,11711,3504,Gardening Supplies,,0
8434837,2015-08-06 18:00:00,1145,4531,$-151.94,Chip Transaction,71148,Dallas,FL,37546,8111,Legal Services and Attorneys,,0
7635959,2016-06-16 08:29:00,1059,4273,$590.19,Swipe Transaction,21603,San Diego,PA,92920,4411,Cruise Lines,,0
8181305,2016-05-08 02:07:00,1733,2054,$-209.22,Chip Transaction,86822,Chicago,IL,23786,5094,Precious Stones and Metals,,0
7341672,2015-06-28 08:50:00,1367,4925,$-52.87,Swipe Transaction,22819,Chicago,MI,64021,3393,Heat Treating Metal Services,,0
8026089,2016-02-01 01:21:00,419,1456,$777.12,Swipe Transaction,13887,Houston,CA,83818,7922,Theatrical Producers,,0
9600057,2016-01-29 18:35:00,943,1720,$961.18,Swipe Transaction,68096,Phoenix,MI,46949,3509,Industrial Equipment and Supplies,,0
8136666,2016-05-15 01:53:00,1383,3336,$573.12,Swipe Transaction,98702,Houston,CA,14719,7011,"Lodging - Hotels, Motels, Resorts",,0
9376316,2015-03-04 04:01:00,1235,3749,$571.80,Swipe Transaction,33556,Phoenix,TX,32672,3775,Railroad Freight,,0
9103688,2015-07-28 23:25:00,1560,4478,$565.04,Swipe Transaction,41103,Los Angeles,PA,73436,5045,"Computers, Computer Peripheral Equipment",,0
9987957,2015-01-09 08:57:00,1363,1862,$-42.09,Swipe Transaction,87860,San Antonio,GA,41246,7011,"Lodging - Hotels, Motels, Resorts",,0
9404344,2015-06-26 08:45:00,581,2477,$24.04,Chip Transaction,87789,Dallas,GA,84514,3359,Non-Ferrous Metal Foundries,,0
9190138,2016-10-07 09:37:00,679,3866,$-50.36,Chip Transaction,27451,New York,MI,70024,5813,Drinking Places (Alcoholic Beverages),,0
7660511,2015-10-08 10:25:00,1369,4821,$771.91,Chip Transaction,63556,Houston,NY,87795,3009,Fabricated Structural Metal Products,,0
9003042,2015-03-17 17:09:00,1073,4048,$-403.14,Swipe Transaction,54604,Dallas,FL,18108,3008,Steel Drums and Barrels,,0
9502500,2016-05-20 06:08:00,1377,3409,$827.70,Swipe Transaction,15124,San Jose,CA,93607,3640,"Lighting, Fixtures, Electrical Supplies",,0
7433861,2015-06-29 20:00:00,319,3561,$699.32,Swipe Transaction,37989,Chicago,PA,98639,7538,Automotive Service Shops,,0
9373190,2015-11-08 23:08:00,115,2361,$885.75,Chip Transaction,47113,San Jose,MI,41072,7832,Motion Picture Theaters,,0
7601497,2016-03-24 19:10:00,901,1145,$822.25,Swipe Transaction,28282,San Diego,IL,90931,5311,Department Stores,,0
8544535,2016-02-01 01:25:00,1248,2598,$165.21,Chip Transaction,46336,Los Angeles,IL,53866,3780,Computer Network Services,,0
9592434,2015-06-23 01:24:00,666,4823,$593.30,Swipe Transaction,96251,Dallas,TX,80843,4899,"Cable, Satellite, and Other Pay Television Services",,0
7703129,2015-09-17 04:01:00,1004,4993,$951.32,Chip Transaction,46694,Chicago,MI,89713,3144,Floor Covering Stores,,0
8582998,2016-07-04 05:41:00,1322,2106,$94.71,Chip Transaction,60261,Chicago,FL,41581,8062,Hospitals,,0
7816089,2015-05-20 17:58:00,1981,3493,$-143.96,Swipe Transaction,11272,Dallas,NC,30016,3771,Railroad Passenger Transport,,0
8757648,2016-09-21 09:59:00,1837,4777,$77.17,Chip Transaction,92545,Philadelphia,CA,96842,4214,Motor Freight Carriers and Trucking,,0
8399983,2015-01-31 18:40:00,1501,4711,$5.41,Chip Transaction,57079,Philadelphia,NY,97521,8041,Chiropractors,,0
7456434,2016-08-08 08:31:00,987,3593,$689.97,Swipe Transaction,96193,Los Angeles,MI,45544,4112,Passenger Railways,,0
8401492,2015-04-06 17:39:00,505,4867,$111.82,Swipe Transaction,37381,Dallas,MI,88009,8931,"Accounting, Auditing, and Bookkeeping Services",,0
9350910,2016-07-24 13:18:00,685,4865,$-352.93,Chip Transaction,12265,Chicago,TX,69287,7276,Tax Preparation Services,,0
9434652,2016-08-26 22:01:00,1447,3878,$-345.01,Chip Transaction,88009,San Diego,PA,98714,7802,"Recreational Sports, Clubs",,0
9783059,2016-04-01 20:37:00,1987,4776,$-386.58,Swipe Transaction,73254,San Jose,TX,75677,5251,Hardware Stores,,0
7493379,2015-09-28 18:22:00,1316,4004,$913.52,Swipe Transaction,14866,Dallas,OH,84085,5300,Wholesale Clubs,,0
7664851,2015-06-16 02:50:00,1132,3682,$-62.16,Chip Transaction,19736,San Diego,IL,37068,3006,Miscellaneous Fabricated Metal Products,,0
9890128,2016-09-10 15:56:00,532,4482,$882.80,Swipe Transaction,48136,Chicago,NC,58091,5655,"Sports Apparel, Riding Apparel Stores",,0
7667667,2015-02-08 11:51:00,1563,1535,$-258.92,Swipe Transaction,49517,Phoenix,NY,28549,5211,Lumber and Building Materials,,0
8476715,2016-02-03 05:02:00,1418,3144,$80.15,Chip Transaction,33365,San Antonio,NC,69485,3596,Miscellaneous Machinery and Parts Manufacturing,,0
7266044,2015-03-28 09:17:00,387,2921,$37.61,Chip Transaction,10534,Dallas,NC,42968,4814,Telecommunication Services,,0
8447672,2016-07-22 02:41:00,1901,1028,$511.41,Chip Transaction,60167,Dallas,CA,11888,3722,Passenger Railways,,0
8913203,2016-07-23 13:56:00,1383,2581,$-477.35,Swipe Transaction,17120,San Antonio,GA,27882,3006,Miscellaneous Fabricated Metal Products,,0
8867299,2015-03-29 12:02:00,320,2217,$-409.14,Chip Transaction,16978,New York,IL,51855,4214,Motor Freight Carriers and Trucking,,0
8955885,2016-11-22 21:37:00,115,1228,$-335.53,Swipe Transaction,50051,San Antonio,NY,10573,5621,Women's Ready-To-Wear Stores,,0
7455055,2016-05-17 23:05:00,1563,3978,$443.97,Chip Transaction,23878,San Jose,PA,22956,3393,Heat Treating Metal Services,,0
7755509,2015-07-07 00:31:00,1842,3745,$335.37,Swipe Transaction,39845,Phoenix,FL,60963,8021,Dentists and Orthodontists,,0
8379834,2015-08-22 22:17:00,940,3460,$830.01,Swipe Transaction,69718,San Jose,OH,64848,4111,Local and Suburban Commuter Transportation,,0
8637527,2015-11-13 17:10:00,1309,2760,$-376.89,Chip Transaction,86577,New York,TX,93300,3771,Railroad Passenger Transport,,0
8876113,2016-09-03 15:20:00,1382,2532,$795.24,Chip Transaction,62144,Dallas,IL,14502,4214,Motor Freight Carriers and Trucking,,0
8892290,2015-06-16 07:18:00,1853,4019,$467.25,Swipe Transaction,74439,New York,CA,28003,4784,Tolls and Bridge Fees,,0
9595989,2015-01-24 12:01:00,554,4200,$543.03,Chip Transaction,67831,Dallas,PA,38824,3730,Ship Chandlers,,0
7235500,2015-12-16 19:25:00,1767,4581,$-421.47,Chip Transaction,70460,San Diego,TX,56243,3596,Miscellaneous Machinery and Parts Manufacturing,,0
7479709,2015-11-20 14:48:00,776,4696,$229.90,Swipe Transaction,19666,Los Angeles,TX,84276,8043,"Optometrists, Optical Goods and Eyeglasses",,0
8313979,2016-06-07 19:32:00,502,2590,$80.71,Swipe Transaction,49538,Los Angeles,NY,24255,3684,Semiconductors and Related Devices,,0
9232486,2015-04-21 08:14:00,897,1628,$-420.74,Swipe Transaction,80395,Philadelphia,GA,19235,4131,Bus Lines,,0
7566762,2016-05-31 09:09:00,1789,2029,$199.14,Swipe Transaction,13802,Chicago,PA,75321,7531,Automotive Body Repair Shops,,0
